Exp,Year,Plot,Strip,family,Species5,Species,tipLabel,NumSp,SpNum,FgNum,Fgset,biomass,Achillea_millefolium,Elymus_smithii,Amorpha_canescens,Andropogon_gerardi,Asclepias_tuberosa,Elymus_canadensis,Koeleria_pyramidata,Lespedeza_capitata,Liatris_aspera,Lupinus_perennis,Monarda_fistulosa,Panicum_virgatum,Dalea_purpurea,Poa_pratensis,Quercus_ellipsoidalis,Quercus_macrocarpa,Schizachyrium_scoparium,Sorghastrum_nutans,id,species,pa
120,2016,11,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,1,1,1,F,13.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_11_Achmi,Achmi,1
120,2016,12,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,8,10,4,34FL,5.73,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8_12_Achmi,Achmi,1
120,2016,12,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,8,10,4,34FL,1.97,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8_12_Koepy,Koepy,1
120,2016,12,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,8,10,4,34FL,11.82,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8_12_Luppe,Luppe,1
120,2016,12,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,8,10,4,34FL,10.55,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8_12_Monfi,Monfi,1
120,2016,12,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,8,10,4,34FL,20.22,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8_12_Poapr,Poapr,1
120,2016,12,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,8,10,4,34FL,45.67,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8_12_Schsc,Schsc,1
120,2016,12,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,8,10,4,34FL,80.53,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8_12_Sornu,Sornu,1
120,2016,14,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,2,2,1,F,10.52,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2_14_Asctu,Asctu,1
120,2016,14,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,2,2,1,F,127.63,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2_14_Liaas,Liaas,1
120,2016,15,1,Poaceae,Elysm,Elymus smithii,Elymus_smithii,8,10,4,3FLW,0.65,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,8_15_Elysm,Elysm,1
120,2016,15,1,Poaceae,Elyca,Elymus canadensis,Elymus_canadensis,8,10,4,3FLW,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,8_15_Elyca,Elyca,1
120,2016,15,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,8,10,4,3FLW,3.42,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,8_15_Monfi,Monfi,1
120,2016,15,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,8,10,4,3FLW,55.47,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,8_15_Petpu,Petpu,1
120,2016,15,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,8,10,4,3FLW,11.07,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,8_15_Poapr,Poapr,1
120,2016,15,1,Fagaceae,Queel,Quercus ellipsoidalis,Quercus_ellipsoidalis,8,10,4,3FLW,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,8_15_Queel,Queel,1
120,2016,15,1,Fagaceae,Quema,Quercus macrocarpa,Quercus_macrocarpa,8,10,4,3FLW,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,8_15_Quema,Quema,1
120,2016,16,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,1,1,1,F,7.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1_16_Asctu,Asctu,1
120,2016,20,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,1,1,1,L,245.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_20_Amoca,Amoca,1
120,2016,22,1,Poaceae,Elysm,Elymus smithii,Elymus_smithii,8,10,4,3FLW,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,8_22_Elysm,Elysm,1
120,2016,22,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,8,10,4,3FLW,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,8_22_Asctu,Asctu,1
120,2016,22,1,Poaceae,Elyca,Elymus canadensis,Elymus_canadensis,8,10,4,3FLW,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,8_22_Elyca,Elyca,1
120,2016,22,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,8,10,4,3FLW,8.1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,8_22_Koepy,Koepy,1
120,2016,22,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,8,10,4,3FLW,12.05,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,8_22_Liaas,Liaas,1
120,2016,22,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,8,10,4,3FLW,2.07,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,8_22_Monfi,Monfi,1
120,2016,22,1,Fagaceae,Quema,Quercus macrocarpa,Quercus_macrocarpa,8,10,4,3FLW,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,8_22_Quema,Quema,1
120,2016,24,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,4,4,3,34F,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4_24_Asctu,Asctu,1
120,2016,24,1,Poaceae,Elyca,Elymus canadensis,Elymus_canadensis,4,4,3,34F,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4_24_Elyca,Elyca,1
120,2016,24,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,4,4,3,34F,4.78,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4_24_Panvi,Panvi,1
120,2016,24,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,4,4,3,34F,19.2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4_24_Schsc,Schsc,1
120,2016,26,1,Poaceae,Elysm,Elymus smithii,Elymus_smithii,4,4,3,34L,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4_26_Elysm,Elysm,1
120,2016,26,1,Poaceae,Elyca,Elymus canadensis,Elymus_canadensis,4,4,3,34L,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4_26_Elyca,Elyca,1
120,2016,26,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,4,4,3,34L,47.67,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4_26_Petpu,Petpu,1
120,2016,26,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,4,4,3,34L,74.9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4_26_Sornu,Sornu,1
120,2016,27,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,0.68,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Achmi,Achmi,1
120,2016,27,1,Poaceae,Elysm,Elymus smithii,Elymus_smithii,16,17,5,34FLW,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Elysm,Elysm,1
120,2016,27,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,21.33,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Amoca,Amoca,1
120,2016,27,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Asctu,Asctu,1
120,2016,27,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,17,5,34FLW,0.4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Koepy,Koepy,1
120,2016,27,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,9.98,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Lesca,Lesca,1
120,2016,27,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,89.23,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Liaas,Liaas,1
120,2016,27,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,0.15,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Luppe,Luppe,1
120,2016,27,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,1.48,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Monfi,Monfi,1
120,2016,27,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,4.38,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Panvi,Panvi,1
120,2016,27,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,29.48,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Petpu,Petpu,1
120,2016,27,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,5.27,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Poapr,Poapr,1
120,2016,27,1,Fagaceae,Queel,Quercus ellipsoidalis,Quercus_ellipsoidalis,16,17,5,34FLW,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Queel,Queel,1
120,2016,27,1,Fagaceae,Quema,Quercus macrocarpa,Quercus_macrocarpa,16,17,5,34FLW,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Quema,Quema,1
120,2016,27,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,66.45,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Schsc,Schsc,1
120,2016,27,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,39.32,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16_27_Sornu,Sornu,1
120,2016,28,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,4,4,2,LW,13.23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4_28_Lesca,Lesca,1
120,2016,28,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,4,4,2,LW,61.43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4_28_Petpu,Petpu,1
120,2016,28,1,Fagaceae,Queel,Quercus ellipsoidalis,Quercus_ellipsoidalis,4,4,2,LW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4_28_Queel,Queel,1
120,2016,28,1,Fagaceae,Quema,Quercus macrocarpa,Quercus_macrocarpa,4,4,2,LW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4_28_Quema,Quema,1
120,2016,29,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,1,1,1,L,18.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1_29_Lesca,Lesca,1
120,2016,30,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,2.3,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Achmi,Achmi,1
120,2016,30,1,Poaceae,Elysm,Elymus smithii,Elymus_smithii,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Elysm,Elysm,1
120,2016,30,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,82.75,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Amoca,Amoca,1
120,2016,30,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,75.47,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Andge,Andge,1
120,2016,30,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Asctu,Asctu,1
120,2016,30,1,Poaceae,Elyca,Elymus canadensis,Elymus_canadensis,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Elyca,Elyca,1
120,2016,30,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,17,5,34FLW,1.5,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Koepy,Koepy,1
120,2016,30,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,23.13,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Liaas,Liaas,1
120,2016,30,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,0.47,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Luppe,Luppe,1
120,2016,30,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,1.98,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Monfi,Monfi,1
120,2016,30,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,0.05,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Panvi,Panvi,1
120,2016,30,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,11.08,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Poapr,Poapr,1
120,2016,30,1,Fagaceae,Queel,Quercus ellipsoidalis,Quercus_ellipsoidalis,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Queel,Queel,1
120,2016,30,1,Fagaceae,Quema,Quercus macrocarpa,Quercus_macrocarpa,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Quema,Quema,1
120,2016,30,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,27.63,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Schsc,Schsc,1
120,2016,30,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,22.02,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16_30_Sornu,Sornu,1
120,2016,31,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,1,1,1,4,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1_31_Schsc,Schsc,1
120,2016,33,1,Poaceae,Elysm,Elymus smithii,Elymus_smithii,4,5,4,34FL,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4_33_Elysm,Elysm,1
120,2016,33,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,4,5,4,34FL,92.87,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4_33_Andge,Andge,1
120,2016,33,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,4,5,4,34FL,7.43,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4_33_Liaas,Liaas,1
120,2016,34,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,1.23,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Achmi,Achmi,1
120,2016,34,1,Poaceae,Elysm,Elymus smithii,Elymus_smithii,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Elysm,Elysm,1
120,2016,34,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,89.68,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Amoca,Amoca,1
120,2016,34,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,47.83,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Andge,Andge,1
120,2016,34,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Asctu,Asctu,1
120,2016,34,1,Poaceae,Elyca,Elymus canadensis,Elymus_canadensis,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Elyca,Elyca,1
120,2016,34,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,17,5,34FLW,6.12,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Koepy,Koepy,1
120,2016,34,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,1.35,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Luppe,Luppe,1
120,2016,34,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Monfi,Monfi,1
120,2016,34,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,4.93,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Panvi,Panvi,1
120,2016,34,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,1.2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Petpu,Petpu,1
120,2016,34,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,8,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Poapr,Poapr,1
120,2016,34,1,Fagaceae,Queel,Quercus ellipsoidalis,Quercus_ellipsoidalis,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Queel,Queel,1
120,2016,34,1,Fagaceae,Quema,Quercus macrocarpa,Quercus_macrocarpa,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Quema,Quema,1
120,2016,34,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,18.43,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Schsc,Schsc,1
120,2016,34,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,35.8,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16_34_Sornu,Sornu,1
120,2016,35,1,Poaceae,Elysm,Elymus smithii,Elymus_smithii,16,17,5,34FLW,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Elysm,Elysm,1
120,2016,35,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,30.93,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Amoca,Amoca,1
120,2016,35,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,56.57,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Andge,Andge,1
120,2016,35,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,1.62,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Asctu,Asctu,1
120,2016,35,1,Poaceae,Elyca,Elymus canadensis,Elymus_canadensis,16,17,5,34FLW,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Elyca,Elyca,1
120,2016,35,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,17,5,34FLW,0.6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Koepy,Koepy,1
120,2016,35,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,13.25,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Lesca,Lesca,1
120,2016,35,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,11.25,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Liaas,Liaas,1
120,2016,35,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,2.18,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Luppe,Luppe,1
120,2016,35,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Monfi,Monfi,1
120,2016,35,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,0.3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Panvi,Panvi,1
120,2016,35,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,33.28,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Petpu,Petpu,1
120,2016,35,1,Fagaceae,Queel,Quercus ellipsoidalis,Quercus_ellipsoidalis,16,17,5,34FLW,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Queel,Queel,1
120,2016,35,1,Fagaceae,Quema,Quercus macrocarpa,Quercus_macrocarpa,16,17,5,34FLW,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Quema,Quema,1
120,2016,35,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,14.8,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Schsc,Schsc,1
120,2016,35,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,13.68,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,16_35_Sornu,Sornu,1
120,2016,44,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,4,5,3,4FL,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4_44_Asctu,Asctu,1
120,2016,44,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,4,5,3,4FL,34.37,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4_44_Panvi,Panvi,1
120,2016,44,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,4,5,3,4FL,10.77,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4_44_Petpu,Petpu,1
120,2016,45,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,4,4,4,4FLW,21.13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4_45_Andge,Andge,1
120,2016,45,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,4,4,4,4FLW,51.77,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4_45_Liaas,Liaas,1
120,2016,45,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,4,4,4,4FLW,26.57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4_45_Petpu,Petpu,1
120,2016,45,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,4,4,4,4FLW,26.72,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4_45_Petpu,Petpu,1
120,2016,45,1,Fagaceae,Quema,Quercus macrocarpa,Quercus_macrocarpa,4,4,4,4FLW,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4_45_Quema,Quema,1
120,2016,46,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,2.45,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Achmi,Achmi,1
120,2016,46,1,Poaceae,Elysm,Elymus smithii,Elymus_smithii,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Elysm,Elysm,1
120,2016,46,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,9.17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Amoca,Amoca,1
120,2016,46,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,75.62,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Andge,Andge,1
120,2016,46,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Asctu,Asctu,1
120,2016,46,1,Poaceae,Elyca,Elymus canadensis,Elymus_canadensis,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Elyca,Elyca,1
120,2016,46,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Koepy,Koepy,1
120,2016,46,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,30.27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Liaas,Liaas,1
120,2016,46,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,39.3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Luppe,Luppe,1
120,2016,46,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,3.47,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Monfi,Monfi,1
120,2016,46,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Panvi,Panvi,1
120,2016,46,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,1.48,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Petpu,Petpu,1
120,2016,46,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,39.97,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16_46_Poapr,Poapr,1
